text,clo_code,target_score,bloom_level,keywords_found,confidence,label,metadata,split
Sinh viên vận dụng tích một cách đầy đủ. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 3_AET3217,3.36,3,"['toán', 'kiến', 'dụng', 'thuộc']",0.874,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3217', 'original_clo_description': 'Phân tích được cấu tạo, nguyên lý làm việc của các hệ thống, tổng thành; vận dụng được các kiến thức để tính toán, thiết kế một số chi tiết, cụm, tổng thành, hệ thống thuộc gầm ô tô.'}",train
Bài làm thiếu luận. Không kể Áp dụng kiến thức AET3218 chưa chính xác,CLO 3_AET3218,0.7,1,"['luận', 'tổng']",0.707,negative,"{'template_used': 'Bài làm thiếu {concept}. Không {action} {detail}', 'generation_method': 'synthetic_negative', 'course_code': 'AET3218', 'original_clo_description': 'Giải thích và lập luận về cấu tạo, nguyên lý làm việc của các cơ cấu, hệ thống, tổng thành trên ôtô.'}",train
Bài làm so sánh trình và Sử dụng thuật ngữ cơ bản chi tiết,CLO 3_AET3216,2.43,2,['thuyết'],0.78,neutral,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3216', 'original_clo_description': 'Kỹ năng thuyết trình, bảo vệ đồ án'}",train
Sinh viên hiểu loại một cách tốt. Kết luận chính xác và có căn cứ,CLO 1_AET3226,3.39,2,"['chuyên', 'thông', 'ngành']",0.822,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3226', 'original_clo_description': 'Hiểu rõ chức năng vai trò các loại xe chuyên dùng trong ngành giao thông vận tải'}",train
Nội dung so sánh rõ ràng về thức. Kết luận chính xác và có căn cứ,CLO 4_ME2259,3.81,2,"['thái', 'nghiêm', 'tích']",0.944,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2259', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Sinh viên phân loại thuật một cách đầy đủ. Thể hiện hiểu biết sâu sắc về bước,CLO 1_AET3273,3.57,2,"['đoán', 'bước', 'electude']",0.849,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3273', 'original_clo_description': 'Hiểu được các bước sử dụng phần mềm chẩn đoán kỹ thuật ôtô ELECTUDE'}",train
Bài làm phân loại điện và Phân tích hoạt một cách logic xuất sắc,CLO 1_AET3224,3.4,2,"['thống', 'nguyên', 'trên', 'điện', 'hoạt']",0.889,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3224', 'original_clo_description': 'Mô tả các cơ cấu, hệ thống cơ điện tử trên ô tô, nguyên lý hoạt động của các cơ cấu, hệ thống cơ điện tử ôtô.'}",train
Nội dung không nhớ chất. Phân tích trúc còn hạn chế chưa rõ ràng,CLO 1_ME2259,1.36,1,['trúc'],0.753,negative,"{'template_used': 'Nội dung không {action} {concept}. {detail} chưa rõ ràng', 'generation_method': 'synthetic_negative', 'course_code': 'ME2259', 'original_clo_description': 'Hiểu rõ được mối quan hệ giữa cấu trúc và các tính chất của vật liệu'}",train
Nội dung áp dụng rõ ràng về toán. Phân tích thuật một cách logic,CLO 3_ME2254,3.1,3,"['theo', 'thuật', 'thiết', 'toán', 'tính']",0.859,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2254', 'original_clo_description': 'Có tư duy tính toán, thiết kế đảm bảo các yêu cầu kỹ thuật của một số cơ cấu máy theo yêu cầu'}",train
Sinh viên chưa giải thích thích. Phân tích tiêu đơn giản không đầy đủ,CLO 4_ME3270,2.78,2,"['chọn', 'thuật', 'tiêu']",0.739,neutral,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_neutral', 'course_code': 'ME3270', 'original_clo_description': 'Lựa chọn được phương pháp gia công thích hợp để đạt được các chỉ tiêu yêu cầu kỹ thuật'}",train
Bài làm áp dụng trên và Áp dụng kiến thức AET3219 một cách hiệu quả hoàn chỉnh,CLO 5_AET3219,3.19,3,"['dụng', 'kiến', 'thống', 'điện', 'thức']",0.852,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3219', 'original_clo_description': 'Áp dụng các kiến thức đã học để kiểm tra, sửa chữa các hệ thống điện – điện tử trên  ô tô'}",train
Thiếu thiết trong bài làm. hiểu Không hiểu rõ về toán không chính xác,CLO 3_ME2254,1.36,2,[],0.781,negative,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_negative', 'course_code': 'ME2254', 'original_clo_description': 'Có tư duy tính toán, thiết kế đảm bảo các yêu cầu kỹ thuật của một số cơ cấu máy theo yêu cầu'}",train
Nội dung hiểu rõ ràng về thức. Thể hiện hiểu biết sâu sắc về thái,CLO 4_ATE3269,3.56,2,"['thái', 'tích', 'nghiêm', 'thức']",0.922,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ATE3269', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Báo cáo không thể hiện điện. áp dụng Áp dụng kiến thức ME3266 ở mức độ cơ bản chưa tốt,CLO 3_ME3266,2.32,3,"['thiết', 'hỏng', 'đoán']",0.819,neutral,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_neutral', 'course_code': 'ME3266', 'original_clo_description': 'Có thể sử dụng thiết bị chuyên dùng để chấn đoán hư hỏng các thiết bị điện trên ô tô.'}",train
Bài làm mô tả hiểu và Phân tích ngôn một cách logic đầy đủ,CLO 1_ME3234,3.77,2,"['trên', 'trình', 'thuật']",0.861,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3234', 'original_clo_description': 'Hiểu rõ các kỹ thuật lập trình ngôn ngữ cho hệ PLC trên nền ngôn ngữ lập trình cơ bản'}",train
Sinh viên đã giải thích hiệu chính xác và Thể hiện hiểu biết sâu sắc về hiệu,CLO 4_AET3224,3.44,2,"['thiết', 'nhân', 'chất']",0.842,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3224', 'original_clo_description': 'Kỹ năng chuyên nghiệp và phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề'}",train
Bài làm nêu phân và Áp dụng kiến thức ME3270 một cách hiệu quả chính xác,CLO 2_ME3270,3.54,1,"['phân', 'định', 'hỏng', 'dạng', 'thức']",0.83,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3270', 'original_clo_description': 'Sử dụng các kiến thức đã học để đọc bản vẽ chi tiết; phân tích chi tiết đưa được ra quy trình công nghệ; xác định được các dạng sai hỏng trong gia công nguội nguyên nhân và biện pháp khắc phục'}",train
Nội dung hiểu rõ ràng về thống. Hiểu cơ bản về hiểu,CLO 1_ME2257,2.52,2,['hiểu'],0.739,neutral,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2257', 'original_clo_description': 'Hiểu rõ được kết cấu và nguyên lý của các hệ thống thủy lực và khí nén'}",train
Sinh viên chưa sử dụng dụng. Kết luận cơ bản không đầy đủ,CLO 2_ME3267,2.61,3,"['chẩn', 'dưỡng', 'đoán']",0.792,neutral,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_neutral', 'course_code': 'ME3267', 'original_clo_description': 'Sử dụng và lựa chọn các trang thiết bị chuyên dung để chẩn đoán, bảo dưỡng, sửa chữa hệ thống điều hòa không khí trên ô tô'}",train
Nội dung áp dụng rõ ràng về quan. Thể hiện hiểu biết sâu sắc về chịu,CLO 3_ME2206,3.3,3,"['chịu', 'tĩnh', 'tích']",0.873,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2206', 'original_clo_description': 'Có tư duy phân tích và tính toán được các bài toán liên quan đến sức bền vật liệu (chuyển vị, siêu tĩnh, hệ lực chịu tải động...)'}",train
Báo cáo thể hiện tổng tốt. mô tả Thể hiện hiểu biết sâu sắc về hiểu,CLO 2_AET3218,3.66,2,"['thống', 'thành', 'tổng']",0.896,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3218', 'original_clo_description': 'Hiểu được về cấu tạo, nguyên lý làm việc của các hệ thống, cơ cấu, tổng thành trên ôtô'}",train
Báo cáo thể hiện phản xuất sắc. tính toán Phân tích điều một cách logic,CLO4_AET3274,3.0,3,"['phản', 'tính', 'nhóm', 'điều', 'thuyết']",0.807,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3274', 'original_clo_description': 'Tính toán, lập báo cáo, thuyết trình, phản biện, tổ chức công việc cá nhân; lập kế hoạch, điều phối công việc khi làm việc nhóm'}",train
Bài làm phân loại nghiệp và Áp dụng kiến thức AET3229 một cách hiệu quả rõ ràng,CLO 4_AET3229,3.62,2,"['hiệu', 'chất', 'nghiệp']",0.845,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3229', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Sinh viên đã so sánh tiết hoàn chỉnh và Kết luận chính xác và có căn cứ,CLO 3_AET3261,3.34,2,"['động', 'nguyên', 'tiết']",0.936,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3261', 'original_clo_description': 'Nắm được cấu tạo cụ thể các chi tiết trong các cơ cấu các hệ thống của động cơ đốt trong. Nguyên tắc hoạt động của cơ cấu, hệ thống.'}",train
Sinh viên vận dụng phong một cách đầy đủ. Kết luận chính xác và có căn cứ,CLO 4_AET3262,3.66,3,"['nghiệp', 'đúng', 'chuyên', 'việc']",0.863,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3262', 'original_clo_description': 'Có ý thức, thái độ cầu thị, nghiêm túc, thực hiện đúng các nội quy, quy chế. Từ đó, hình thành tác phong làm việc chuyên nghiệp.'}",train
Sinh viên hiểu thuật một cách hoàn chỉnh. Thể hiện hiểu biết sâu sắc về điện,CLO 1_AET3219,3.41,2,"['điện', 'thuật', 'hiểu']",0.811,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3219', 'original_clo_description': 'Hiểu được các kỹ thuật điện cơ bản'}",train
Sinh viên vận dụng chữa một cách rõ ràng. Phân tích thống một cách logic,CLO 3_AET3224,3.16,3,"['chữa', 'thống', 'kiến', 'dụng', 'kiểm']",0.902,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3224', 'original_clo_description': 'Áp dụng các kiến thức đã học để kiểm tra, sửa chữa các hệ thống cơ điện tử ô tô'}",train
Bài làm tính toán chất và Thể hiện hiểu biết sâu sắc về thức rõ ràng,CLO 2_AET4243,3.45,3,"['chất', 'những', 'thức']",0.928,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET4243', 'original_clo_description': 'Sử dụng và lựa chọn những kiến thức đã học để thực hiện một trong những nhiệm vụ như Thiết kế chế tạo; thiết kế cải tiến hoặc hoán cải các chi tiết, cụm chi tiết, hệ thống, tổng thành trên ô tô. Kiểm nghiệm độ bền, độ tin cậy, đánh giá chất lượng các chi tiết, cụm chi tiết, hệ thống, tổng thành trên ô tô. Khai thác sử dụng ô tô trong điều kiện thực tế Việt Nam. Khai thác, vận hành, bảo dưỡng các thiết bị kiểm định, chẩn đoán, bảo dưỡng-sửa chữa ô tô. Xây dựng quy trình lắp ráp các tổng thành, hệ thống và ô tô. Xây dựng quy trình công nghệ kiểm định, chẩn đoán, bảo dưỡng, sửa chữa ô tô. Tính toán, khảo sát hệ thống cung cấp các loại nhiên liệu mới, các nguồn năng lượng mới trên ô tô.'}",train
Bài làm mô tả thái và Thể hiện hiểu biết sâu sắc về tích hoàn chỉnh,CLO 4_ME2255,3.15,2,"['thái', 'thức', 'tích']",0.864,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2255', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Báo cáo thể hiện chọn xuất sắc. tính toán Thể hiện hiểu biết sâu sắc về chẩn,CLO 2_AET3221,3.46,3,"['thiết', 'dụng', 'chẩn']",0.875,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3221', 'original_clo_description': 'Sử dụng và lựa chọn các loại thiết bị chẩn đoán phù hợp dùng trong chẩn đoán và kiểm định kỹ thuật ô tô'}",train
Nội dung mô tả rõ ràng về loại. Phân tích giao một cách logic,CLO 1_AET3226,3.84,2,"['chức', 'chuyên', 'hiểu']",0.895,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3226', 'original_clo_description': 'Hiểu rõ chức năng vai trò các loại xe chuyên dùng trong ngành giao thông vận tải'}",train
Nội dung phân loại rõ ràng về thuyết. Phân tích thuyết một cách logic,CLO 3_AET3216,3.47,2,"['thuyết', 'năng', 'trình']",0.902,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3216', 'original_clo_description': 'Kỹ năng thuyết trình, bảo vệ đồ án'}",train
Sinh viên so sánh đường một cách xuất sắc. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO1_,3.33,2,"['đường', 'hiểu', 'nghĩa', 'mạng', 'nước']",0.897,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Hiểu rõ các nguyên lý cơ bản của chủ nghĩa Mác - Lênin, đường lối cách mạng của Đảng Cộng sản Việt Nam, tư tưởng Hồ Chí Minh; chính sách, pháp luật của Nhà nước.'}",train
Báo cáo không thể hiện phẳng. sử dụng Phân tích diễn đơn giản chưa tốt,CLO 2_,2.49,3,"['gian', 'lượng']",0.838,neutral,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_neutral', 'course_code': '', 'original_clo_description': 'Nắm vững các quy tắc biểu diễn các yếu tố cơ bản trong không gian: Điểm, đường thẳng, mặt phẳng, đường cong và các mặt. Sử dụng nhuần nhuyễn phương pháp hai hình chiếu vuông góc để giải quyết các bài toán về vị trí và các bài toán về lượng'}",train
Báo cáo không thể hiện việc. hiểu Phân tích thiết đơn giản chưa tốt,CLO 4_AET3273,2.5,2,['thiết'],0.792,neutral,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3273', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Báo cáo không thể hiện thái. so sánh Kết luận cơ bản chưa tốt,CLO 4_ME2205,2.39,2,['tích'],0.797,neutral,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_neutral', 'course_code': 'ME2205', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Nội dung so sánh rõ ràng về kiến. Thể hiện hiểu biết sâu sắc về thức,CLO 1_ME3263,3.31,2,"['thuật', 'thức', 'động', 'kiến']",0.915,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3263', 'original_clo_description': 'Trình bày và hiểu được các kiến thức về quy trình bảo dưỡng kỹ thuật, tháo lắp cơ cấu, hệ thống và sửa chữa động cơ;'}",train
Thiếu tính trong bài làm. nhớ Phân tích thống còn hạn chế không chính xác,CLO 1_AET3217,0.04,1,['tính'],0.69,negative,"{'template_used': 'Thiếu {concept} trong bài làm. {action} {detail} không chính xác', 'generation_method': 'synthetic_negative', 'course_code': 'AET3217', 'original_clo_description': 'Hiểu và tính toán được các cơ cấu, hệ thống cơ bản của gầm ô tô.'}",train
Sinh viên chưa phân loại từng. Hiểu cơ bản về động không đầy đủ,CLO 2_AET3236,2.54,2,"['từng', 'nhược']",0.747,neutral,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_neutral', 'course_code': 'AET3236', 'original_clo_description': 'Hiểu các loại hộp số tự động, ưu nhược điểm từng loại HSTĐ'}",train
Báo cáo thể hiện nghiêm tốt. giải thích Phân tích nghiêm một cách logic,CLO 4_ME2254,3.94,2,"['tích', 'nghiêm', 'thức']",0.914,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME2254', 'original_clo_description': 'Có ý thức, thái độ học tập nghiêm túc, tích cực'}",train
Bài làm phân loại hiểu và Kết luận chính xác và có căn cứ rõ ràng,CLO 1_AET3226,3.07,2,"['loại', 'chức', 'chuyên']",0.926,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3226', 'original_clo_description': 'Hiểu rõ chức năng vai trò các loại xe chuyên dùng trong ngành giao thông vận tải'}",train
Báo cáo không thể hiện động. xác định Sử dụng thuật ngữ chưa đúng chưa tốt,CLO 1_ME2253,1.52,1,['nguyên'],0.672,negative,"{'template_used': 'Báo cáo không thể hiện {concept}. {action} {detail} chưa tốt', 'generation_method': 'synthetic_negative', 'course_code': 'ME2253', 'original_clo_description': 'Hiểu rõ và mô tả được nguyên lý cấu tạo, động học và động lực học của cơ cấu và máy'}",train
Sinh viên sáng tạo theo một cách chi tiết. Phân tích tổng một cách logic,CLO 2_AET3216,3.78,6,"['theo', 'tổng', 'tiêu', 'chuẩn']",0.93,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3216', 'original_clo_description': 'Tổng hợp, xây dựng các bản vẽ theo tiêu chuẩn'}",train
Bài làm mô tả pháp và Áp dụng kiến thức AET3229 một cách hiệu quả tốt,CLO 2_AET3229,3.04,2,"['pháp', 'tiến', 'nghiệm']",0.843,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3229', 'original_clo_description': 'Biết được phương pháp tiến hành các thí nghiệm trên ô tô.'}",train
Sinh viên chưa nêu pháp. Sử dụng thuật ngữ chưa đúng không đầy đủ,CLO 4_ME3271,1.86,1,['chọn'],0.621,negative,"{'template_used': 'Sinh viên chưa {action} {concept}. {detail} không đầy đủ', 'generation_method': 'synthetic_negative', 'course_code': 'ME3271', 'original_clo_description': 'Tính toán, lựa chọn và điều chỉnh được chế độ hàn cho phương pháp hàn điện hồ quang tay.'}",train
Báo cáo thể hiện tích tốt. tính toán Phân tích năng một cách logic,CLO 3_ME3268,3.24,3,"['chẩn', 'đoán', 'năng']",0.82,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3268', 'original_clo_description': 'Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp và giải quyết vấn đề trong lĩnh vực chẩn đoán sửa chữa ô tô.'}",train
Nội dung so sánh rõ ràng về tình. Phân tích năng một cách logic,CLO 1_,3.43,4,"['phân', 'việc', 'chức', 'hoạt']",0.833,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Nắm chắc, phân tích được chức năng, kết cấu, lắp ráp, tình hình làm việc, hoạt động của các cụm, hệ thống, cơ cấu trên xe ô tô'}",train
Sinh viên tính toán giải một cách hoàn chỉnh. Thể hiện hiểu biết sâu sắc về phản,CLO8_,3.11,3,"['phản', 'chuyên', 'hoạt', 'phân', 'quản']",0.879,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có kỹ năng làm việc nhóm, tư duy hệ thống, phân tích, phản biện, tổng hợp, dự báo, quản lý, dẫn dắt và giải quyết vấn đề trong các hoạt động chuyên môn.'}",train
Sinh viên đã đánh giá doanh tốt và Áp dụng kiến thức ATE3272 một cách hiệu quả,CLO 1_ATE3272,3.75,4,"['xuất', 'hoạt', 'chức']",0.871,positive,"{'template_used': 'Sinh viên đã {action} {concept} {quality} và {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ATE3272', 'original_clo_description': 'Kiến thức nền tảng về doanh nghiệp, các hoạt động quản trị sản xuất, tổ chức, điều hành một cơ sở sản xuất, lập quy trình sản xuất, các công cụ quản lý chất lượng.'}",train
Sinh viên hiểu quan một cách chi tiết. Sử dụng thuật ngữ chuyên môn đúng đắn,CLO 3_,3.97,2,"['điện', 'mạch', 'quan']",0.804,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': 'Có tư duy tổng quan về mạch điện, động cơ điện'}",train
Nội dung so sánh rõ ràng về năng. Kết luận chính xác và có căn cứ,CLO 1_ME3266,3.92,2,"['trên', 'động', 'năng']",0.836,positive,"{'template_used': 'Nội dung {action} rõ ràng về {concept}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3266', 'original_clo_description': 'Hiểu rõ chức năng, cấu tạo hoạt động các trang bị điện điện tử trên ô tô'}",train
Sinh viên so sánh nghề một cách xuất sắc. Áp dụng kiến thức AET3226 một cách hiệu quả,CLO 4_AET3226,3.62,2,"['nghiệp', 'việc', 'thiết', 'nhân']",0.852,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'AET3226', 'original_clo_description': 'Kỹ năng chuyên nghiệp, phẩm chất cá nhân cần thiết để hình thành năng lực tự chủ, kỹ năng làm việc hiệu quả trong nhóm đa ngành nghề.'}",train
Bài làm phân loại nghiêm và Kết luận chính xác và có căn cứ đầy đủ,CLO 7_ME3271,3.22,2,"['giác', 'tính', 'việc', 'nghiêm', 'thận']",0.843,positive,"{'template_used': 'Bài làm {action} {concept} và {detail} {quality}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3271', 'original_clo_description': 'Rèn luyện tính cẩn thận, tự giác, nghiêm túc, trong công việc hàn.'}",train
Sinh viên vận dụng thống một cách hoàn chỉnh. Áp dụng kiến thức ME3267 một cách hiệu quả,CLO 3_ME3267,3.26,3,"['dụng', 'việc', 'tiến', 'thống', 'tuổi']",0.818,positive,"{'template_used': 'Sinh viên {action} {concept} một cách {quality}. {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ME3267', 'original_clo_description': 'Có tư duy về việc cải tiến, nâng cao tuổi bền sử dụng cho các vật tư thiết bị hệ thống điều hòa không khí trên ô tô.'}",train
Báo cáo thể hiện ngành chi tiết. phân loại Thể hiện hiểu biết sâu sắc về liệu,CLO 3_ATE3269,3.22,2,"['hiểu', 'nghiên', 'ngành']",0.809,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': 'ATE3269', 'original_clo_description': 'Có tư duy nghiên cứu và đọc hiểu các tài liệu Tiếng Anh chuyên ngành'}",train
Báo cáo thể hiện tách xuất sắc. phân loại Thể hiện hiểu biết sâu sắc về thay,CLO4_,3.99,2,"['tách', 'định', 'thông', 'thay', 'dạng']",0.806,positive,"{'template_used': 'Báo cáo thể hiện {concept} {quality}. {action} {detail}', 'generation_method': 'synthetic_positive', 'course_code': '', 'original_clo_description': ') và bố cục thành các chương như sau: Chương 1. Khái niệm chung về bản vẽ điện, điện tử: 3 (02 LT; 01 BT) Chương 2. Các ký hiệu, quy ước dùng trong bản vẽ điện, điện tử: 09 (06 LT; 03 BT) Chương 3. Vẽ sơ đồ điện: 12 (09 LT; 03 BT) Chương 4. Nguyên tắc chuyển đổi các dạng sơ đồ và dự trù vật tư: 06 (03 LT; 03 BT) Cụ thể: Điều chỉnh, bổ sung nội dung - Vẽ các ký hiệu điện, điện tử trong sơ đồ cung cấp điện ở chương 2 - Vẽ sơ đồ mặt bằng, sơ đồ vị trí; Vẽ sơ đồ nối dây; Vẽ sơ đồ đơn tuyến; Vẽ các sơ đồ điều khiển mạng điện công nghiệp ở chương 3 2. Ý kiến của các thành viên: Sau khi tìm hiểu, nghiên cứu và xem xét, các thành viên đều nhất trí với những nội dung trong cuộc họp đã được nêu ra trong quá trình xây dựng, điều chỉnh ĐCCT. Tuy nhiên cũng có một số ý kiến đóng góp xây dựng để ĐCCT hoàn thiện hơn: Ý kiến 1: Các nội dung kiến thức trong ĐCCT về cơ bản đã đáp ứng được các mục tiêu khi xây dựng chuẩn đầu ra của học phần. Tuy nhiên cần giới thiệu thêm các tài liệu tham khảo để người học dễ dàng tiếp cận. Ý kiến 2: Trong nội dung, bố cục ở các chương nên chia tách ra những tiểu mục nhỏ để người học dễ phân loại và tránh nhầm lẫn về kiến thức Ý kiến 3: Với thời lượng 2 tín chỉ có nên mở rộng thêm những kiến thức chuyên sâu liên quan đến nội dung về vẽ điện, mạch điện cụ thể không 3. Trả lời các câu hỏi đã được nêu: - Trả lời ý kiến 1: Đồng ý bổ sung thêm tài liệu tham khảo - Trả lời ý kiến 2: Ở nội dung chương 3 sẽ chia nhỏ thành các tiểu mục để dễ phân loại và tra cứu kiến thức - Trả lời ý kiến 3: Nội dung kiến thức về cơ bản đã đáp ứng được mục tiêu xây dựng chuẩn đầu ra của học phần nên không cần mở rộng thêm kiến thức chuyên sâu liên quan về vẽ điện, mạch điện cụ thể vì trong CTĐT sau khi học xong học phần này SV còn được học học phần vẽ điện, điện tử. 4. Kết luận: Sau khi nghe, tiếp thu và chỉnh sửa theo các ý kiến đóng góp của các thành viên, tổ trưởng tổ xây dựng, chỉnh sửa ĐCCT đã thay mặt các thành viên đưa ra kết luận. - Đề cương chi tiết học phần Vẽ kỹ thuật (ME2217) đạt các yêu cầu quy định đối với đề cương chi tiết học phần theo CTĐT đã ban hành - Biên bản thảo luận ĐCCT được tổ chuyên môn nhất trí thông qua là cơ sở để đề xuất lên Hội đồng KH&ĐT Nhà trường xem xét ban hành sử dụng. Phiên họp kết thúc vào hồi 11 giờ 00, ngày 21 tháng 08 năm 2023. Các thành viên trong cuộc họp 100% nhất trí theo kết luận cuộc họp.'}",train
